"role","perf","area","sex","id","age","salary","vol_leave"
"Ind",2,"Marketing","Male",8376,23.5642077342013,63520.5849060575,0
"Ind",2,"Accounting","Female",4929,26.0914000860694,61718.7061041213,0
"Ind",2,"Accounting","Male",5845,32.3465062419805,56456.9953848604,1
"Ind",2,"Accounting","Male",6331,23.9559735375245,54373.9518710843,0
"Ind",2,"Accounting","Male",7912,23.9446950492513,64509.5664673705,0
"Ind",2,"Marketing","Female",8558,22.3231978052187,63862.941266623,0
"Ind",2,"Accounting","Female",6392,29.2849600287586,59224.5638908547,1
"Ind",2,"Accounting","Male",1113,26.3320934452525,58682.8547601664,1
"Ind",2,"Accounting","Female",4572,23.2782633950208,59299.4687829735,1
"Ind",2,"Accounting","Female",7732,23.7789681204152,54238.9173224421,1
"Ind",2,"Accounting","Female",5912,37.9460351113783,56546.8242472082,1
"Ind",2,"Marketing","Female",10751,25.6036238977942,58515.6127672188,1
"Ind",2,"Marketing","Male",1827,26.7849794253636,60016.6972528293,0
"Ind",2,"Accounting","Female",9231,22.8758724923069,62006.4072214472,0
"Ind",2,"Marketing","Female",1522,24.449818779938,53439.1212073917,0
"Ind",2,"Accounting","Male",4319,24.8533906504175,59849.094268325,0
"Ind",2,"Accounting","Male",4280,23.5982123500271,55081.7532485912,0
"Ind",2,"Other","Female",9580,25.4488749184375,58907.6115357236,0
"Ind",2,"Sales","Female",3795,27.4777784372738,58925.5306209577,1
"Ind",2,"Accounting","Female",10413,25.2241091427605,61502.9026090385,1
"Ind",2,"Other","Female",1935,25.0275438474717,56526.1279981101,1
"Ind",2,"Other","Female",3636,24.4782526620723,61891.0380629869,0
"Ind",2,"Marketing","Female",2015,22.3866218217172,64449.9261864817,0
"Ind",2,"Accounting","Female",10296,26.2098619674001,61239.0438158714,0
"Ind",2,"Accounting","Male",6476,24.0660139446207,56794.6324441347,1
"Ind",2,"Sales","Female",4087,23.7940564360831,66239.4113932315,0
"Ind",2,"Accounting","Female",8113,24.5420614214035,65179.047361239,0
"Ind",2,"Accounting","Female",5563,29.9023687021701,64687.3725419716,1
"Ind",2,"Accounting","Female",7387,32.094163099821,63209.5694694435,1
"Ind",2,"Accounting","Female",3015,23.8984673719206,62263.7931175501,0
"Ind",2,"Finance","Female",6385,28.2869956484368,51305.3403980581,0
"Ind",2,"Marketing","Male",1846,24.3209368964777,64637.6949404823,0
"Ind",2,"Accounting","Male",2149,29.6350421326832,49084.9760330177,1
"Ind",2,"Accounting","Male",7291,30.0965418909159,58761.8208968365,0
"Ind",2,"Accounting","Female",10667,27.542805565754,62524.3086010073,1
"Ind",2,"Accounting","Female",7796,25.3927593661891,60153.6224992274,0
"Ind",2,"Accounting","Male",8751,28.8810248764665,52088.8190035438,0
"Ind",2,"Accounting","Female",1644,24.1963721497903,53514.3933878191,1
"Ind",2,"Accounting","Female",2333,23.6452719471915,64024.7084647595,0
"Ind",2,"Sales","Male",2870,29.6243837764268,61939.2626341273,0
"Ind",2,"Marketing","Male",9508,24.2202505918268,58858.0097310946,1
"Ind",2,"Finance","Male",1480,23.2870935444489,57556.5379499584,0
"Ind",2,"Other","Female",7418,22.7192579910569,64296.6376257191,0
"Ind",2,"Sales","Female",2363,23.9376977683338,59350.7230099341,1
"Ind",2,"Accounting","Female",8250,29.0000827983867,55503.3782738823,1
"Ind",2,"Accounting","Male",9045,23.2834098122384,51110.2505876341,0
"Ind",2,"Accounting","Female",4853,27.7377209722697,62894.866413191,0
"Ind",2,"Accounting","Male",3219,23.6504135978814,55666.468938662,0
"Ind",2,"Accounting","Female",8135,24.2245652253649,56908.4431523479,1
"Ind",2,"Sales","Female",6057,24.0146389162925,58620.3046830216,1
"Ind",2,"Sales","Female",2171,23.3288987402207,60988.7318211365,0
"Ind",2,"Accounting","Male",7837,24.7279447868103,57724.9487405111,0
"Ind",2,"Marketing","Male",5147,23.5633423402667,55564.8310875032,1
"Ind",2,"Accounting","Male",9215,22.9893105857063,57052.5860967997,0
"Ind",2,"Sales","Female",7355,31.1102348200171,57122.5668021074,0
"Ind",2,"Accounting","Female",7818,24.1085629318304,50386.4687138662,0
"Ind",2,"Accounting","Male",9420,25.2716965597687,63934.1025167133,0
"Ind",2,"Accounting","Female",2679,25.3750171916477,58411.7865333102,0
"Ind",2,"Sales","Male",5360,25.4333949450679,60998.1238184656,0
"Ind",2,"Marketing","Male",10620,27.891763785335,61745.2726975036,0
"Ind",2,"Accounting","Female",10699,25.8931487055678,62093.5822377374,0
"Ind",2,"Accounting","Male",8332,26.742099390209,56134.6397965934,0
"Ind",2,"Accounting","Male",6553,30.9104038036304,65769.2250676475,0
"Ind",2,"Accounting","Female",5963,22.9707312569999,63560.8042293614,0
"Ind",2,"Marketing","Female",3150,24.5590693868646,55395.0960226295,1
"Ind",2,"Accounting","Male",4451,23.1425171600991,65441.5677038472,0
"Ind",2,"Marketing","Male",9288,26.5713407391729,58805.1771586735,0
"Ind",2,"Accounting","Female",2929,23.0536410931828,63506.3399298692,0
"Ind",2,"Accounting","Female",4145,25.0525862669427,64372.1773246006,0
"Ind",2,"Accounting","Female",9978,25.6643719848439,56274.4226172835,0
"Ind",2,"Accounting","Male",10895,28.1225283477153,57655.4083927569,0
"Ind",2,"Accounting","Female",6943,23.8803461960389,52662.9597758375,1
"Ind",3,"Other","Female",8064,25.2700429944908,59520.305662345,1
"Ind",2,"Marketing","Male",5168,31.3392026395694,56078.8913706788,0
"Ind",2,"Marketing","Male",5169,31.6675499098165,59014.6303119473,1
"Ind",2,"Other","Male",10189,24.401391652618,62888.4320709666,0
"Ind",2,"Accounting","Male",9800,32.1057706394109,65217.6624408921,0
"Ind",2,"Sales","Female",2154,27.2100741912719,53940.278850172,1
"Ind",2,"Finance","Female",6432,22.5158434084653,53211.4946780196,1
"Ind",2,"Accounting","Female",10960,23.7677050054541,55982.2835991837,1
"Ind",2,"Accounting","Male",6653,23.1123507690364,63608.6189882537,0
"Ind",2,"Marketing","Female",10457,28.8707747560321,55465.7660780602,1
"Ind",2,"Sales","Female",9692,24.9912762717939,55584.9758917463,0
"Ind",2,"Sales","Female",7021,29.2770806931796,65536.1031179632,1
"Ind",2,"Other","Female",8190,26.0615881541313,64819.6832500894,1
"Ind",2,"Marketing","Male",5180,24.9534934628938,62792.4275644285,0
"Ind",2,"Marketing","Female",2080,22.8749226516501,63254.0445399551,0
"Ind",2,"Sales","Female",1924,29.0813224932635,59432.2356492957,1
"Ind",2,"Marketing","Male",7370,28.0217463794866,67660.7677245734,0
"Ind",2,"Marketing","Female",3176,25.6908096402935,57540.7752242532,0
"Ind",2,"Accounting","Male",3382,22.9968581289261,55393.700555114,1
"Ind",2,"Finance","Male",8821,24.2314887802182,61165.4618791818,0
"Ind",2,"Finance","Male",7727,25.7682481655474,55021.3429863373,0
"Ind",2,"Sales","Female",9542,24.3338286878206,62132.1811593315,1
"Ind",2,"Accounting","Female",6723,29.0098364738203,63130.6967735108,0
"Ind",2,"Accounting","Male",4679,22.5984234695442,52942.4031074025,1
"Ind",2,"Sales","Male",3331,26.2441213630458,47678.1499349407,0
"Ind",2,"Marketing","Female",1969,24.2937321041719,61134.634674104,1
"Ind",2,"Accounting","Male",6952,27.8343169216133,55587.2128372737,0
"Ind",2,"Accounting","Male",5093,25.3324707221739,63193.3612257016,0
"Ind",2,"Other","Female",3594,24.9040532545836,54074.4084805854,0
"Ind",2,"Accounting","Female",8917,26.8424790953904,61038.1041513268,0
"Ind",2,"Accounting","Female",5312,24.4318865617586,60138.5640454718,1
"Ind",2,"Accounting","Male",7526,28.6214312202462,65580.8880720242,0
"Ind",2,"Accounting","Female",9525,27.4816564981014,53876.0026657522,0
"Ind",2,"Accounting","Male",9470,25.9839515038991,58923.5970932445,0
"Ind",2,"Accounting","Male",1333,24.1707905805282,61280.0921339491,0
"Ind",2,"Marketing","Female",3193,23.1379890957444,59494.6316475067,0
"Ind",2,"Other","Female",7485,30.424308324381,55717.8733549323,0
"Ind",2,"Finance","Female",6585,27.2456017146797,60903.3367039836,0
"Ind",2,"Accounting","Male",7774,25.9564838992422,54876.617472947,1
"Ind",2,"Sales","Female",8990,24.0742773557731,58765.5068536006,1
"Ind",2,"Accounting","Male",10003,28.4669333750166,51202.9085957911,0
"Ind",2,"Sales","Male",7232,24.0773014290667,48851.9388048893,0
"Ind",2,"Finance","Male",10661,25.8975316067001,66355.4018956528,0
"Ind",2,"Accounting","Female",7106,29.1810802882935,59998.0777904285,1
"Ind",2,"Accounting","Female",8078,27.0357457713511,60939.0648199023,0
"Ind",2,"Accounting","Male",4010,27.605574403249,68354.5252360412,0
"Ind",2,"Sales","Male",8697,23.2431752598092,63730.3844217297,0
"Ind",2,"Marketing","Female",1628,26.6264679770865,69570.4436401557,0
"Ind",2,"Accounting","Male",2682,24.8110767473199,67398.3212186102,0
"Ind",2,"Accounting","Male",10215,29.2739136577835,56690.4798993683,0
"Ind",2,"Accounting","Male",5113,23.1302355269474,62055.595512112,0
"Ind",2,"Sales","Male",9188,28.1422669360901,65031.2686681809,0
"Ind",2,"Marketing","Female",7585,27.6676684996359,64618.5382837252,0
"Ind",2,"Marketing","Female",10865,27.1213768743116,59546.6787849338,1
"Ind",2,"Accounting","Male",11072,26.0975027561958,60970.7332415493,0
"Ind",2,"Accounting","Male",11073,24.4096429381369,57573.0306220933,0
"Ind",2,"Accounting","Male",7306,23.0376635232461,56590.7251473546,0
"Ind",2,"Marketing","Male",6317,24.2219520376794,61203.9493444109,0
"Ind",2,"Marketing","Male",7412,23.4688282720516,58157.205348076,0
"Ind",2,"Accounting","Female",8824,24.930704088659,62598.7297165984,0
"Ind",2,"Other","Female",9899,22.1692600418826,58554.1257198085,1
"Ind",2,"Sales","Female",7879,24.1617601740606,55871.2916744218,1
"Ind",2,"Marketing","Male",5957,31.4741569045794,63210.9451659951,0
"Ind",2,"Accounting","Male",5815,25.6195277274136,51221.7085454044,1
"Ind",2,"Marketing","Female",9782,23.497712489637,47420.5248535841,0
"Ind",2,"Accounting","Female",3486,22.3544121441803,64096.5463546741,0
"Ind",3,"Other","Female",7515,24.4239292494873,50461.4512635211,1
"Ind",2,"Marketing","Female",6507,23.2282154971879,62182.4660862014,0
"Ind",2,"Accounting","Female",6036,26.0284722256694,57851.7523314527,1
"Ind",2,"Accounting","Female",2762,23.8027274492821,58971.8527520662,0
"Ind",2,"Accounting","Male",9952,27.6478605333083,65569.8692382964,0
"Ind",2,"Marketing","Female",7603,24.2442839755385,67158.8717799688,0
"Ind",2,"Accounting","Female",7502,26.7917222752992,63976.8776363203,1
"Ind",2,"Other","Female",2787,27.021957095567,56596.0325949718,0
"Ind",2,"Marketing","Male",5241,22.2562799882878,58652.2247983666,1
"Ind",2,"Accounting","Male",10972,26.0773718019852,63015.8826513879,0
"Ind",2,"Accounting","Male",4049,27.3774547511188,62182.477671043,0
"Ind",2,"Accounting","Male",1498,29.0458246040935,57499.8705848352,0
"Ind",2,"Marketing","Female",7978,36.1016755458353,59899.3700672066,0
"Ind",2,"Accounting","Male",5387,29.9941592732975,65074.6387441132,0
"Ind",2,"Marketing","Female",4332,24.8502366969193,62830.4756921296,0
"Ind",2,"Marketing","Female",4333,24.9102422089301,65017.7772374645,0
"Ind",2,"Accounting","Male",2470,28.3897215348784,59596.6751912669,0
"Ind",2,"Accounting","Female",1637,22.4525758344203,54412.0230059408,0
"Ind",2,"Accounting","Male",9355,25.6533030187742,57465.7112725979,0
"Ind",2,"Accounting","Male",10450,25.1242062825946,56983.9301561358,0
"Ind",2,"Sales","Female",1384,25.0506295964545,57715.6437622357,1
"Ind",2,"Accounting","Male",6646,27.1007793483238,59773.0878584676,1
"Ind",2,"Accounting","Female",5248,23.5344213602559,56823.7201916905,0
"Ind",2,"Marketing","Female",9807,23.1076988924766,62350.1164592912,0
"Ind",2,"Marketing","Female",2884,29.0283996423866,57507.2543907156,0
"Ind",2,"Accounting","Female",5455,28.0309849100021,58100.7990362721,0
"Ind",2,"Finance","Male",1117,23.3722029106483,53567.3859122948,0
"Ind",2,"Finance","Female",5426,24.1204013901961,48023.6914737502,0
"Ind",2,"Marketing","Female",4347,26.0734848703989,59493.7196286534,1
"Ind",2,"Accounting","Female",9103,22.4604289306118,66689.6202600089,0
"Ind",2,"Accounting","Female",9714,23.7613697330621,60680.0865574742,0
"Ind",2,"Accounting","Female",8620,26.1699048727121,57858.0682140209,0
"Ind",2,"Accounting","Female",3519,37.7834397630246,57246.3171679702,0
"Ind",2,"Accounting","Female",3278,22.5551717229093,51468.4854935706,1
"Ind",2,"Accounting","Male",1399,26.1976894733383,67599.0676898346,0
"Ind",2,"Accounting","Male",5650,22.7845795625158,58132.879897038,0
"Ind",2,"Other","Male",9647,24.6663175076271,50886.0578421567,1
"Ind",2,"Marketing","Female",10915,23.4788992176939,61425.7446710214,0
"Ind",2,"Marketing","Male",8551,25.626615549361,67964.383894057,0
"Ind",2,"Accounting","Male",3669,26.1820464150819,74093.9433408787,0
"Ind",2,"Accounting","Female",7979,25.4349219153264,55329.6268170445,0
"Ind",2,"Sales","Male",9969,26.5957871910802,55608.5141635614,0
"Ind",2,"Marketing","Female",5453,25.1349512706042,69417.4830362144,0
"Ind",2,"Finance","Female",7145,23.6418782745648,68299.1967383553,1
"Ind",2,"Accounting","Male",10844,24.6554365519261,49546.3896012782,0
"Ind",2,"Accounting","Male",8252,26.7009523867844,60396.1944968785,0
"Ind",2,"Accounting","Female",10010,25.4651878590324,64184.2151320847,1
"Ind",2,"Accounting","Male",3071,23.9665993168529,64710.8263964507,0
"Ind",2,"Accounting","Male",4936,22.4573063930138,56466.7838413136,0
"Ind",2,"Accounting","Female",9003,24.4051236915511,60751.5453834466,0
"Ind",2,"Accounting","Male",5908,22.6557539991604,58525.0900581686,0
"Ind",2,"Accounting","Male",9917,23.981007282646,62506.5759180386,0
"Ind",2,"Sales","Female",8703,26.4638547101004,63384.5525343304,1
"Ind",2,"Accounting","Male",1297,22.225567231819,59438.6862777958,0
"Ind",2,"Accounting","Male",9475,33.2899055341748,51355.2981620673,0
"Ind",2,"Accounting","Male",7575,24.4131558267817,60414.6358657556,0
"Ind",2,"Finance","Male",10498,25.0508492800901,63765.5400016761,0
"Ind",2,"Sales","Female",1428,25.2004226812173,67921.7002323594,1
"Ind",2,"Marketing","Male",10756,22.2093511290247,61934.1989847371,0
"Ind",2,"Accounting","Female",4917,27.5405138054694,58574.5489592517,0
"Ind",2,"Marketing","Female",9844,23.5237970724606,51976.04124888,1
"Ind",2,"Sales","Female",8838,28.9257859212983,58451.2710079951,1
"Ind",2,"Marketing","Female",8753,24.6998066508953,56022.7837836978,1
"Ind",2,"Accounting","Female",5896,26.2530617537951,59909.0828804718,0
"Ind",2,"Accounting","Male",10783,24.365054613446,62777.8520863426,0
"Ind",2,"Sales","Female",6167,29.5442343258459,53493.8521871639,1
"Ind",2,"Sales","Female",6532,25.8870664695892,61702.885168835,0
"Ind",2,"Accounting","Female",2244,26.2471582450549,56870.4170871824,1
"Ind",2,"Marketing","Female",5115,24.7495381456136,62412.2342325034,0
"Ind",2,"Marketing","Female",8760,28.1045092525719,69395.3305051553,0
"Ind",2,"Sales","Male",3808,25.4197204865892,65402.3758625515,1
"Ind",2,"Accounting","Male",10236,26.3276896085598,67048.40487451,0
"Ind",2,"Marketing","Female",5848,22.4680409637361,54023.9259161688,1
"Ind",2,"Accounting","Male",7755,23.2338689561799,63712.104363006,0
"Ind",2,"Marketing","Female",9494,25.5521980960381,55929.9101626905,1
"Ind",2,"Accounting","Female",9270,26.3978706934021,68188.2741754391,1
"Ind",2,"Accounting","Male",5327,24.7102328173829,58790.3110486723,0
"Ind",2,"Sales","Female",6544,28.1642072325907,69934.350017801,1
"Ind",2,"Accounting","Female",4777,28.2343035557409,54823.5194674314,1
"Ind",2,"Accounting","Female",3040,28.3217611114931,59381.5254630227,0
"Ind",2,"Accounting","Male",10553,24.2495462039981,64660.778430005,0
"Ind",2,"Marketing","Female",10959,24.4110376118005,56561.1508394439,1
"Ind",2,"Accounting","Male",3267,23.5989947642205,52204.0845495649,1
"Ind",2,"Marketing","Female",6587,24.0693618600225,56456.8244130104,1
"Ind",2,"Other","Male",6087,29.3720935629451,61435.0304527971,0
"Ind",2,"Marketing","Female",2216,25.1184575458168,65694.3467770524,0
"Ind",2,"Marketing","Female",1124,23.0908265637802,67233.3820484966,0
"Ind",2,"Accounting","Male",7524,25.4056427950955,57049.0574295429,0
"Ind",2,"Marketing","Female",6592,25.7528257272484,53867.7643313845,0
"Ind",2,"Accounting","Male",8014,32.4856026249577,64102.0285126145,0
"Ind",2,"Accounting","Male",10167,25.5483643864959,57974.7805034329,0
"Ind",2,"Sales","Male",2616,28.4923427571535,63274.4611163038,1
"Ind",2,"Sales","Male",9294,28.8922607177132,61683.4817223758,0
"Ind",2,"Other","Female",7366,24.3064267530491,58351.8698695668,0
"Ind",2,"Sales","Male",10026,30.505510918998,62898.5138961229,0
"Ind",2,"Accounting","Male",10407,25.685269295835,62225.5207495185,0
"Ind",2,"Marketing","Male",10794,25.5626004818683,59712.550226148,1
"Ind",2,"Sales","Male",8937,24.8620549315738,67036.4057909486,0
"Ind",2,"Marketing","Female",9761,25.7348855584878,64579.4884365078,0
"Ind",2,"Accounting","Male",9112,27.7963903855466,68954.9089115245,0
"Ind",2,"Accounting","Female",9290,24.5225521502951,56463.4261342482,0
"Ind",2,"Marketing","Male",2054,23.7676515661034,55772.6663409915,0
"Ind",2,"Accounting","Male",9481,25.0765663973247,64254.6916420175,0
"Ind",2,"Sales","Female",5840,27.2368326052839,61088.8124926316,1
"Ind",2,"Marketing","Male",9710,24.7514218297972,51708.4159627684,1
"Ind",2,"Accounting","Male",11023,23.5848311349945,59113.8232487202,0
"Ind",2,"Accounting","Male",5298,26.6003183463551,54921.0332345517,1
"Ind",2,"Sales","Female",3294,26.9102560662787,63350.1646768564,1
"Ind",2,"Marketing","Male",3155,26.5735237772676,58412.8497050907,0
"Ind",2,"Accounting","Male",4511,25.1214560136602,55221.0626703201,0
"Ind",2,"Accounting","Female",10882,25.2511094818163,53492.4086938447,1
"Ind",2,"Sales","Female",2812,24.4978911958935,58582.9237736687,0
"Ind",2,"Sales","Male",5188,24.3904762761666,70024.7802806792,0
"Ind",2,"Accounting","Female",6313,25.0954947520885,67296.4547427538,0
"Ind",2,"Marketing","Male",7533,23.9460692810919,53998.4646163188,0
"Ind",2,"Sales","Female",4394,24.0922109884999,52541.3463671184,1
"Ind",2,"Marketing","Male",8263,31.9509801870663,57916.5369136333,0
"Ind",2,"Accounting","Male",1252,23.5990194253918,58640.2894734274,0
"Ind",2,"Accounting","Male",11094,23.6861963673389,66888.6102193916,0
"Ind",2,"Accounting","Female",1645,26.5959211205501,62299.908939157,0
"Ind",2,"Accounting","Male",1980,24.5507561707147,58760.7419842329,0
"Ind",2,"Accounting","Male",7289,27.4581299966285,57578.6058971635,0
"Ind",2,"Accounting","Female",8587,22.5738154083727,56407.3593381178,1
"Ind",2,"Marketing","Female",9907,26.8043393724687,58932.83497076,1
"Ind",2,"Accounting","Male",5452,22.9083517030131,66225.0219681526,0
"Ind",2,"Accounting","Male",3151,29.4307565949967,65032.4321434171,0
