"","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","SalesRating","RandNum","HireSource"
"523",37,0,"Travel_Rarely",1225,"Research & Development",10,2,"Life Sciences",715,4,"Male",80,4,1,"Research Scientist",4,4680,15232,3,"No",17,3,1,80,0,4,2,3,1,0,0,0,NA,0.541989001445472,"Campus"
"524",50,0,"Travel_Rarely",1207,"Research & Development",28,1,"Medical",716,4,"Male",74,4,1,"Laboratory Technician",3,3221,3297,1,"Yes",11,3,3,80,3,20,3,3,20,8,3,8,NA,NA,NA
"525",34,0,"Travel_Rarely",1442,"Research & Development",9,3,"Medical",717,4,"Female",46,2,3,"Healthcare Representative",2,8621,17654,1,"No",14,3,2,80,0,9,3,4,8,7,7,7,NA,NA,NA
"526",24,1,"Travel_Rarely",693,"Sales",3,2,"Life Sciences",720,1,"Female",65,3,2,"Sales Executive",3,4577,24785,9,"No",14,3,1,80,0,4,3,3,2,2,2,0,0.862315623332226,0.359164718771353,"Applied Online"
"527",39,0,"Travel_Rarely",408,"Research & Development",2,4,"Technical Degree",721,4,"Female",80,2,2,"Healthcare Representative",3,4553,20978,1,"No",11,4,1,80,0,20,4,3,20,7,11,10,NA,NA,NA
"528",32,0,"Travel_Rarely",929,"Sales",10,3,"Marketing",722,4,"Male",55,3,2,"Sales Executive",4,5396,21703,1,"No",12,1,4,80,0,10,2,2,10,7,0,8,1.83001241955026,NA,NA
"529",50,1,"Travel_Frequently",562,"Sales",8,2,"Technical Degree",723,2,"Male",50,3,2,"Sales Executive",3,6796,23452,3,"Yes",14,2,1,80,1,18,4,3,4,3,1,3,-0.628092240646187,0.863290455192327,"Search Firm"
"530",38,0,"Travel_Rarely",827,"Research & Development",1,4,"Life Sciences",724,2,"Female",33,4,2,"Healthcare Representative",4,7625,19383,0,"No",13,4,3,80,0,10,4,2,9,7,1,8,NA,NA,NA
"531",27,0,"Travel_Rarely",608,"Research & Development",1,2,"Life Sciences",725,3,"Female",68,3,3,"Manufacturing Director",1,7412,6009,1,"No",11,4,4,80,0,9,3,3,9,7,0,7,NA,NA,NA
"532",32,0,"Travel_Rarely",1018,"Research & Development",3,2,"Life Sciences",727,3,"Female",39,3,3,"Research Director",4,11159,19373,3,"No",15,3,4,80,0,10,6,3,7,7,7,7,NA,NA,NA
"533",47,0,"Travel_Rarely",703,"Sales",14,4,"Marketing",728,4,"Male",42,3,2,"Sales Executive",1,4960,11825,2,"No",12,2,4,80,0,20,2,3,7,7,1,7,0.698295611925529,NA,NA
"534",40,0,"Travel_Frequently",580,"Sales",5,4,"Life Sciences",729,4,"Male",48,2,3,"Sales Executive",1,10475,23772,5,"Yes",21,2,3,80,1,20,2,3,18,13,1,12,0.442878875717582,NA,NA
"535",53,0,"Travel_Rarely",970,"Research & Development",7,3,"Life Sciences",730,3,"Male",59,4,4,"Research Director",3,14814,13514,3,"No",19,4,3,80,0,32,3,3,5,1,1,3,NA,0.488567579304799,"Referral"
"536",41,0,"Travel_Rarely",427,"Human Resources",10,4,"Human Resources",731,2,"Male",73,2,5,"Manager",4,19141,8861,3,"No",15,4,2,80,3,23,2,2,21,6,12,6,NA,NA,NA
"537",60,0,"Travel_Rarely",1179,"Sales",16,4,"Marketing",732,1,"Male",84,3,2,"Sales Executive",1,5405,11924,8,"No",14,3,4,80,0,10,1,3,2,2,2,2,0.554740784064378,0.498684725956991,"Referral"
"538",27,0,"Travel_Frequently",294,"Research & Development",10,2,"Life Sciences",733,4,"Male",32,3,3,"Manufacturing Director",1,8793,4809,1,"No",21,2,3,80,2,9,4,2,9,7,1,7,NA,NA,NA
"539",41,0,"Travel_Rarely",314,"Human Resources",1,3,"Human Resources",734,4,"Male",59,2,5,"Manager",3,19189,19562,1,"No",12,2,2,80,1,22,3,3,22,7,2,10,NA,NA,NA
"540",50,0,"Travel_Rarely",316,"Sales",8,4,"Marketing",738,4,"Male",54,3,1,"Sales Representative",2,3875,9983,7,"No",15,2,4,80,1,4,2,3,2,2,2,2,4.06673969616416,0.905027595814317,"Referral"
"541",28,1,"Travel_Rarely",654,"Research & Development",1,2,"Life Sciences",741,1,"Female",67,1,1,"Research Scientist",2,2216,3872,7,"Yes",13,2,4,80,0,10,4,3,7,7,3,7,NA,NA,NA
"542",36,0,"Non-Travel",427,"Research & Development",8,3,"Life Sciences",742,1,"Female",63,4,3,"Research Director",1,11713,20335,9,"No",14,2,1,80,1,10,2,3,8,7,0,5,NA,NA,NA
"543",38,0,"Travel_Rarely",168,"Research & Development",1,3,"Life Sciences",743,3,"Female",81,3,3,"Manufacturing Director",3,7861,15397,4,"Yes",14,3,4,80,0,10,4,4,1,0,0,0,NA,0.15173403872177,"Applied Online"
"544",44,0,"Non-Travel",381,"Research & Development",24,3,"Medical",744,1,"Male",49,1,1,"Laboratory Technician",3,3708,2104,2,"No",14,4,3,80,0,9,5,3,5,2,1,4,NA,0.895590884843841,"Campus"
"545",47,0,"Travel_Frequently",217,"Sales",3,3,"Medical",746,4,"Female",49,3,4,"Sales Executive",3,13770,10225,9,"Yes",12,3,4,80,2,28,2,2,22,2,11,13,1.53131452401947,NA,NA
"546",30,0,"Travel_Rarely",501,"Sales",27,5,"Marketing",747,3,"Male",99,3,2,"Sales Executive",4,5304,25275,7,"No",23,2,4,80,1,10,2,2,8,7,7,7,0.0226565663129359,NA,NA
"547",29,0,"Travel_Rarely",1396,"Sales",10,3,"Life Sciences",749,3,"Male",99,3,1,"Sales Representative",3,2642,2755,1,"No",11,3,3,80,0,1,6,3,1,0,0,0,0.506631772064726,0.305611832300201,"Applied Online"
"548",42,1,"Travel_Frequently",933,"Research & Development",19,3,"Medical",752,3,"Male",57,4,1,"Research Scientist",3,2759,20366,6,"Yes",12,2,4,80,0,7,2,3,2,2,2,2,NA,0.370648177107796,"Applied Online"
"549",43,0,"Travel_Frequently",775,"Sales",15,3,"Life Sciences",754,4,"Male",47,2,2,"Sales Executive",4,6804,23683,3,"No",18,3,3,80,1,7,5,3,2,2,2,2,0.542305962765503,0.106800424866378,"Applied Online"
"550",34,0,"Travel_Rarely",970,"Research & Development",8,2,"Medical",757,2,"Female",96,3,2,"Healthcare Representative",3,6142,7360,3,"No",11,2,4,80,0,10,2,3,5,1,4,3,NA,0.946314063388854,"Referral"
"551",23,0,"Travel_Rarely",650,"Research & Development",9,1,"Medical",758,2,"Male",37,3,1,"Laboratory Technician",1,2500,4344,1,"No",14,3,4,80,1,5,2,4,4,3,0,2,NA,0.4560040847864,"Applied Online"
"552",39,0,"Travel_Rarely",141,"Human Resources",3,3,"Human Resources",760,3,"Female",44,4,2,"Human Resources",2,6389,18767,9,"No",15,2,3,80,1,12,3,1,8,3,3,6,NA,NA,NA
"553",56,0,"Travel_Rarely",832,"Research & Development",9,3,"Medical",762,3,"Male",81,3,4,"Healthcare Representative",4,11103,20420,7,"No",11,1,3,80,0,30,1,2,10,7,1,1,NA,NA,NA
"554",40,0,"Travel_Rarely",804,"Research & Development",2,1,"Medical",763,4,"Female",86,2,1,"Research Scientist",4,2342,22929,0,"Yes",20,3,4,80,0,5,2,2,4,2,2,3,NA,0.268566191196442,"Applied Online"
"555",27,0,"Travel_Rarely",975,"Research & Development",7,3,"Medical",764,4,"Female",55,2,2,"Healthcare Representative",1,6811,23398,8,"No",19,3,1,80,0,9,2,1,7,6,0,7,NA,NA,NA
"556",29,0,"Travel_Rarely",1090,"Sales",10,3,"Marketing",766,4,"Male",83,3,1,"Sales Representative",2,2297,17967,1,"No",14,3,4,80,2,2,2,3,2,2,2,2,0.558393492702076,0.633285551331937,"Campus"
"557",53,0,"Travel_Rarely",346,"Research & Development",6,3,"Life Sciences",769,4,"Male",86,3,2,"Laboratory Technician",4,2450,10919,2,"No",17,3,4,80,0,19,4,3,2,2,2,2,NA,0.789593590889126,"Campus"
"558",35,0,"Non-Travel",1225,"Research & Development",2,4,"Life Sciences",771,4,"Female",61,3,2,"Healthcare Representative",1,5093,4761,2,"No",11,3,1,80,1,16,2,4,1,0,0,0,NA,0.659344675485045,"Campus"
"559",32,0,"Travel_Frequently",430,"Research & Development",24,4,"Life Sciences",772,1,"Male",80,3,2,"Laboratory Technician",4,5309,21146,1,"No",15,3,4,80,2,10,2,3,10,8,4,7,NA,NA,NA
"560",38,0,"Travel_Rarely",268,"Research & Development",2,5,"Medical",773,4,"Male",92,3,1,"Research Scientist",3,3057,20471,6,"Yes",13,2,2,80,1,6,0,1,1,0,0,1,NA,0.545385671081021,"Campus"
"561",34,0,"Travel_Rarely",167,"Research & Development",8,5,"Life Sciences",775,2,"Female",32,3,2,"Manufacturing Director",1,5121,4187,3,"No",14,2,3,80,1,7,3,3,0,0,0,0,NA,0.55552432499826,"Campus"
"562",52,0,"Travel_Rarely",621,"Sales",3,4,"Marketing",776,3,"Male",31,2,4,"Manager",1,16856,10084,1,"No",11,3,1,80,0,34,3,4,34,6,1,16,2.43922067648156,NA,NA
"563",33,1,"Travel_Rarely",527,"Research & Development",1,4,"Other",780,4,"Male",63,3,1,"Research Scientist",4,2686,5207,1,"Yes",13,5,3,80,0,10,2,2,10,9,7,8,NA,NA,NA
"564",25,0,"Travel_Rarely",883,"Sales",26,1,"Medical",781,3,"Female",32,3,2,"Sales Executive",4,6180,22807,1,"No",23,3,2,80,0,6,5,2,6,5,1,4,1.40847009909094,0.173670724034309,"Applied Online"
"565",45,0,"Travel_Rarely",954,"Sales",2,2,"Technical Degree",783,2,"Male",46,1,2,"Sales Representative",3,6632,12388,0,"No",13,3,1,80,0,9,3,3,8,7,3,1,1.94270308418249,NA,NA
"566",23,0,"Travel_Rarely",310,"Research & Development",10,1,"Medical",784,1,"Male",79,4,1,"Research Scientist",3,3505,19630,1,"No",18,3,4,80,0,2,3,3,2,2,0,2,NA,0.473533111391589,"Applied Online"
"567",47,1,"Travel_Frequently",719,"Sales",27,2,"Life Sciences",785,2,"Female",77,4,2,"Sales Executive",3,6397,10339,4,"Yes",12,4,4,80,0,8,2,3,5,4,1,3,1.33892135252045,0.830669254995883,"Campus"
"568",34,0,"Travel_Rarely",304,"Sales",2,3,"Other",786,4,"Male",60,3,2,"Sales Executive",4,6274,18686,1,"No",22,3,3,80,0,6,5,3,6,5,1,4,0.856272110659328,0.0878058401867747,"Applied Online"
"569",55,1,"Travel_Rarely",725,"Research & Development",2,3,"Medical",787,4,"Male",78,3,5,"Manager",1,19859,21199,5,"Yes",13,3,4,80,1,24,2,3,5,2,1,4,NA,0.504950507776812,"Campus"
"570",36,0,"Non-Travel",1434,"Sales",8,4,"Life Sciences",789,1,"Male",76,2,3,"Sales Executive",1,7587,14229,1,"No",15,3,2,80,0,10,1,3,10,7,0,9,1.32286373270083,NA,NA
"571",52,0,"Non-Travel",715,"Research & Development",19,4,"Medical",791,4,"Male",41,3,1,"Research Scientist",4,4258,26589,0,"No",18,3,1,80,1,5,3,3,4,3,1,2,NA,0.736872709123418,"Campus"
"572",26,0,"Travel_Frequently",575,"Research & Development",1,2,"Life Sciences",792,1,"Female",71,1,1,"Laboratory Technician",4,4364,5288,3,"No",14,4,1,80,1,5,2,3,2,2,2,0,NA,0.767009851057082,"Campus"
"573",29,0,"Travel_Rarely",657,"Research & Development",27,3,"Medical",793,2,"Female",66,3,2,"Healthcare Representative",3,4335,25549,4,"No",12,4,1,80,1,11,3,2,8,7,1,1,NA,NA,NA
"574",26,1,"Travel_Rarely",1146,"Sales",8,3,"Technical Degree",796,4,"Male",38,2,2,"Sales Executive",1,5326,3064,6,"No",17,3,3,80,0,6,2,2,4,3,1,2,0.826998224234543,0.286173621658236,"Applied Online"
"575",34,0,"Travel_Rarely",182,"Research & Development",1,4,"Life Sciences",797,2,"Female",72,4,1,"Research Scientist",4,3280,13551,2,"No",16,2,3,80,0,10,2,3,4,2,1,3,NA,0.966546265641227,"Referral"
"576",54,0,"Travel_Rarely",376,"Research & Development",19,4,"Medical",799,4,"Female",95,3,2,"Manufacturing Director",1,5485,22670,9,"Yes",11,3,2,80,2,9,4,3,5,3,1,4,NA,0.376929712714627,"Applied Online"
"577",27,0,"Travel_Frequently",829,"Sales",8,1,"Marketing",800,3,"Male",84,3,2,"Sales Executive",4,4342,24008,0,"No",19,3,2,80,1,5,3,3,4,2,1,1,1.6367274210717,0.408245980041102,"Applied Online"
"578",37,0,"Travel_Rarely",571,"Research & Development",10,1,"Life Sciences",802,4,"Female",82,3,1,"Research Scientist",1,2782,19905,0,"Yes",13,2,2,80,2,6,3,2,5,3,4,3,NA,0.689880145946518,"Applied Online"
"579",38,0,"Travel_Frequently",240,"Research & Development",2,4,"Life Sciences",803,1,"Female",75,4,2,"Manufacturing Director",1,5980,26085,6,"Yes",12,2,4,80,0,17,2,3,15,7,4,12,NA,NA,NA
"580",34,0,"Travel_Rarely",121,"Research & Development",2,4,"Medical",804,3,"Female",86,2,1,"Research Scientist",1,4381,7530,1,"No",11,4,3,80,0,6,3,3,6,5,1,3,NA,0.761008747620508,"Campus"
"581",35,0,"Travel_Rarely",384,"Sales",8,4,"Life Sciences",805,1,"Female",72,3,1,"Sales Representative",4,2572,20317,1,"No",16,2,2,80,1,3,1,2,3,2,0,2,1.47057942883465,0.23328603268601,"Applied Online"
"582",30,0,"Travel_Rarely",921,"Research & Development",1,3,"Life Sciences",806,4,"Male",38,1,1,"Laboratory Technician",3,3833,24375,3,"No",21,3,3,80,2,7,2,3,2,2,0,2,NA,0.455388004658744,"Referral"
"583",40,0,"Travel_Frequently",791,"Research & Development",2,2,"Medical",807,3,"Female",38,4,2,"Healthcare Representative",2,4244,9931,1,"No",24,2,4,80,1,8,2,3,8,7,3,7,NA,NA,NA
"584",34,0,"Travel_Rarely",1111,"Sales",8,2,"Life Sciences",808,3,"Female",93,3,2,"Sales Executive",1,6500,13305,5,"No",17,3,2,80,1,6,1,3,3,2,1,2,1.08182617760224,0.989765302278101,"Referral"
"585",42,0,"Travel_Frequently",570,"Research & Development",8,3,"Life Sciences",809,2,"Male",66,3,5,"Manager",4,18430,16225,1,"No",13,3,2,80,1,24,4,2,24,7,14,9,NA,NA,NA
"586",23,1,"Travel_Rarely",1243,"Research & Development",6,3,"Life Sciences",811,3,"Male",63,4,1,"Laboratory Technician",1,1601,3445,1,"Yes",21,3,3,80,2,1,2,3,0,0,0,0,NA,0.202799463178962,"Applied Online"
"587",24,0,"Non-Travel",1092,"Research & Development",9,3,"Life Sciences",812,3,"Male",60,2,1,"Laboratory Technician",2,2694,26551,1,"No",11,3,3,80,3,1,4,3,1,0,0,0,NA,0.285999182146043,"Applied Online"
"588",52,0,"Travel_Rarely",1325,"Research & Development",11,4,"Life Sciences",813,4,"Female",82,3,2,"Laboratory Technician",3,3149,21821,8,"No",20,3,2,80,1,9,3,3,5,2,1,4,NA,0.32561377203092,"Applied Online"
"589",50,0,"Travel_Rarely",691,"Research & Development",2,3,"Medical",815,3,"Male",64,3,4,"Research Director",3,17639,6881,5,"No",16,3,4,80,0,30,3,3,4,3,0,3,NA,0.972135947784409,"Referral"
"590",29,1,"Travel_Rarely",805,"Research & Development",1,2,"Life Sciences",816,2,"Female",36,2,1,"Laboratory Technician",1,2319,6689,1,"Yes",11,3,4,80,1,1,1,3,1,0,0,0,NA,0.513883208623156,"Campus"
"591",33,0,"Travel_Rarely",213,"Research & Development",7,3,"Medical",817,3,"Male",49,3,3,"Research Director",3,11691,25995,0,"No",11,3,4,80,0,14,3,4,13,9,3,7,NA,NA,NA
"592",33,1,"Travel_Rarely",118,"Sales",16,3,"Marketing",819,1,"Female",69,3,2,"Sales Executive",1,5324,26507,5,"No",15,3,3,80,0,6,3,3,3,2,0,2,0.853488880020471,0.423174569150433,"Referral"
"593",47,0,"Travel_Rarely",202,"Research & Development",2,2,"Other",820,3,"Female",33,3,4,"Manager",4,16752,12982,1,"Yes",11,3,3,80,1,26,3,2,26,14,3,0,NA,NA,NA
"594",36,0,"Travel_Rarely",676,"Research & Development",1,3,"Other",823,3,"Female",35,3,2,"Manufacturing Director",2,5228,23361,0,"No",15,3,1,80,1,10,2,3,9,7,0,5,NA,NA,NA
"595",29,0,"Travel_Rarely",1252,"Research & Development",23,2,"Life Sciences",824,3,"Male",81,4,1,"Research Scientist",3,2700,23779,1,"No",24,4,3,80,1,10,3,3,10,7,0,7,NA,NA,NA
"596",58,1,"Travel_Rarely",286,"Research & Development",2,4,"Life Sciences",825,4,"Male",31,3,5,"Research Director",2,19246,25761,7,"Yes",12,2,4,80,0,40,2,3,31,15,13,8,NA,NA,NA
"597",35,0,"Travel_Rarely",1258,"Research & Development",1,4,"Life Sciences",826,4,"Female",40,4,1,"Research Scientist",3,2506,13301,3,"No",13,3,3,80,0,7,0,3,2,2,2,2,NA,0.614752429071814,"Campus"
"598",42,0,"Travel_Rarely",932,"Research & Development",1,2,"Life Sciences",827,4,"Female",43,2,2,"Manufacturing Director",4,6062,4051,9,"Yes",13,4,4,80,1,8,4,3,4,3,0,2,NA,0.943935500690714,"Referral"
"599",28,1,"Travel_Rarely",890,"Research & Development",2,4,"Medical",828,3,"Male",46,3,1,"Research Scientist",3,4382,16374,6,"No",17,3,4,80,0,5,3,2,2,2,2,1,NA,0.868490248220041,"Campus"
"600",36,0,"Travel_Rarely",1041,"Human Resources",13,3,"Human Resources",829,3,"Male",36,3,1,"Human Resources",2,2143,25527,4,"No",13,3,2,80,1,8,2,3,5,2,0,4,NA,0.464697885094211,"Referral"
"601",32,0,"Travel_Rarely",859,"Research & Development",4,3,"Life Sciences",830,3,"Female",98,2,2,"Manufacturing Director",3,6162,19124,1,"No",12,2,3,80,1,14,3,3,14,13,6,8,NA,NA,NA
"602",40,0,"Travel_Frequently",720,"Research & Development",16,4,"Medical",832,1,"Male",51,2,2,"Laboratory Technician",3,5094,11983,6,"No",14,3,4,80,0,10,6,3,1,0,0,0,NA,0.199634591583163,"Applied Online"
"603",30,0,"Travel_Rarely",946,"Research & Development",2,3,"Medical",833,3,"Female",52,2,2,"Manufacturing Director",4,6877,20234,5,"Yes",24,2,2,80,0,12,4,2,0,0,0,0,NA,0.907757708802819,"Referral"
"604",45,0,"Travel_Rarely",252,"Research & Development",2,3,"Life Sciences",834,2,"Female",95,2,1,"Research Scientist",3,2274,6153,1,"No",14,3,4,80,0,1,3,3,1,0,0,0,NA,0.413734725443646,"Referral"
"605",42,0,"Travel_Rarely",933,"Research & Development",29,3,"Life Sciences",836,2,"Male",98,3,2,"Manufacturing Director",2,4434,11806,1,"No",13,4,4,80,1,10,3,2,9,8,7,8,NA,NA,NA
"606",38,0,"Travel_Frequently",471,"Research & Development",12,3,"Life Sciences",837,1,"Male",45,2,2,"Healthcare Representative",1,6288,4284,2,"No",15,2,3,80,1,13,3,2,4,3,1,2,NA,0.873886967310682,"Campus"
"607",34,0,"Travel_Frequently",702,"Research & Development",16,4,"Life Sciences",838,3,"Female",100,2,1,"Research Scientist",4,2553,8306,1,"No",16,3,3,80,0,6,3,3,5,2,1,3,NA,0.075525265885517,"Applied Online"
"608",49,1,"Travel_Rarely",1184,"Sales",11,3,"Marketing",840,3,"Female",43,3,3,"Sales Executive",4,7654,5860,1,"No",18,2,1,80,2,9,3,4,9,8,7,7,1.09263905283496,NA,NA
"609",55,1,"Travel_Rarely",436,"Sales",2,1,"Medical",842,3,"Male",37,3,2,"Sales Executive",4,5160,21519,4,"No",16,3,3,80,0,12,3,2,9,7,7,3,1.34381678168787,NA,NA
"610",43,0,"Travel_Rarely",589,"Research & Development",14,2,"Life Sciences",843,2,"Male",94,3,4,"Research Director",1,17159,5200,6,"No",24,3,3,80,1,22,3,3,4,1,1,0,NA,0.492739163571969,"Referral"
"611",27,0,"Travel_Rarely",269,"Research & Development",5,1,"Technical Degree",844,3,"Male",42,2,3,"Research Director",4,12808,8842,1,"Yes",16,2,2,80,1,9,3,3,9,8,0,8,NA,NA,NA
"612",35,0,"Travel_Rarely",950,"Research & Development",7,3,"Other",845,3,"Male",59,3,3,"Manufacturing Director",3,10221,18869,3,"No",21,4,2,80,0,17,3,4,8,5,1,6,NA,NA,NA
"613",28,0,"Travel_Rarely",760,"Sales",2,4,"Marketing",846,2,"Female",81,3,2,"Sales Executive",2,4779,3698,1,"Yes",20,3,1,80,0,8,2,3,8,7,7,5,0.221171244452374,NA,NA
"614",34,0,"Travel_Rarely",829,"Human Resources",3,2,"Human Resources",847,3,"Male",88,3,1,"Human Resources",4,3737,2243,0,"No",19,2,3,80,1,4,1,1,3,2,0,2,NA,0.918099247617647,"Referral"
"615",26,1,"Travel_Frequently",887,"Research & Development",5,2,"Medical",848,3,"Female",88,2,1,"Research Scientist",3,2366,20898,1,"Yes",14,2,1,80,1,8,2,3,8,7,1,7,NA,NA,NA
"616",27,0,"Non-Travel",443,"Research & Development",3,3,"Medical",850,4,"Male",50,3,1,"Research Scientist",4,1706,16571,1,"No",11,2,3,80,3,0,6,2,0,0,0,0,NA,0.9696535107214,"Referral"
"617",51,0,"Travel_Rarely",1318,"Sales",26,4,"Marketing",851,1,"Female",66,3,4,"Manager",3,16307,5594,2,"No",14,3,3,80,1,29,2,2,20,6,4,17,0.643060014208857,NA,NA
"618",44,0,"Travel_Rarely",625,"Research & Development",4,3,"Medical",852,4,"Male",50,3,2,"Healthcare Representative",2,5933,5197,9,"No",12,2,4,80,0,10,2,2,5,2,2,3,NA,0.435325341066346,"Referral"
"619",25,0,"Travel_Rarely",180,"Research & Development",2,1,"Medical",854,1,"Male",65,4,1,"Research Scientist",1,3424,21632,7,"No",13,3,3,80,0,6,3,2,4,3,0,1,NA,0.188271223567426,"Applied Online"
"620",33,0,"Travel_Rarely",586,"Sales",1,3,"Medical",855,1,"Male",48,4,2,"Sales Executive",1,4037,21816,1,"No",22,3,1,80,1,9,5,3,9,8,0,8,0.362492261254387,NA,NA
"621",35,0,"Travel_Rarely",1343,"Research & Development",27,1,"Medical",856,3,"Female",53,2,1,"Research Scientist",1,2559,17852,1,"No",11,3,4,80,0,6,3,2,6,5,1,1,NA,0.980106504401192,"Referral"
"622",36,0,"Travel_Rarely",928,"Sales",1,2,"Life Sciences",857,2,"Male",56,3,2,"Sales Executive",4,6201,2823,1,"Yes",14,3,4,80,1,18,1,2,18,14,4,11,1.20164588152311,NA,NA
"623",32,0,"Travel_Rarely",117,"Sales",13,4,"Life Sciences",859,2,"Male",73,3,2,"Sales Executive",4,4403,9250,2,"No",11,2,3,80,1,8,3,2,5,2,0,3,0.717765084309148,0.957736641634256,"Referral"
"624",30,0,"Travel_Frequently",1012,"Research & Development",5,4,"Life Sciences",861,2,"Male",75,2,1,"Research Scientist",4,3761,2373,9,"No",12,3,2,80,1,10,3,2,5,4,0,3,NA,0.813835520297289,"Campus"
"625",53,0,"Travel_Rarely",661,"Sales",7,2,"Marketing",862,1,"Female",78,2,3,"Sales Executive",4,10934,20715,7,"Yes",18,3,4,80,1,35,3,3,5,2,0,4,0.681994797622928,0.402517062611878,"Referral"
"626",45,0,"Travel_Rarely",930,"Sales",9,3,"Marketing",864,4,"Male",74,3,3,"Sales Executive",1,10761,19239,4,"Yes",12,4,3,80,1,18,2,3,5,4,0,2,0.490143879754419,0.613227328518406,"Campus"
"627",32,0,"Travel_Rarely",638,"Research & Development",8,2,"Medical",865,3,"Female",91,4,2,"Research Scientist",3,5175,22162,5,"No",12,3,3,80,1,9,3,2,5,3,1,3,NA,0.534336761571467,"Campus"
"628",52,0,"Travel_Frequently",890,"Research & Development",25,4,"Medical",867,3,"Female",81,2,4,"Manufacturing Director",4,13826,19028,3,"No",22,2,3,80,0,31,3,3,9,8,0,0,NA,NA,NA
"629",37,0,"Travel_Rarely",342,"Sales",16,4,"Marketing",868,4,"Male",66,2,2,"Sales Executive",3,6334,24558,4,"No",19,3,4,80,2,9,2,3,1,0,0,0,0.416650251372541,0.096671721432358,"Applied Online"
"630",28,0,"Travel_Rarely",1169,"Human Resources",8,2,"Medical",869,2,"Male",63,2,1,"Human Resources",4,4936,23965,1,"No",13,3,4,80,1,6,6,3,5,1,0,4,NA,0.54299951181747,"Campus"
"631",22,0,"Travel_Rarely",1230,"Research & Development",1,2,"Life Sciences",872,4,"Male",33,2,2,"Manufacturing Director",4,4775,19146,6,"No",22,2,1,80,2,4,2,1,2,2,2,2,NA,0.713049149140716,"Campus"
"632",44,0,"Travel_Rarely",986,"Research & Development",8,4,"Life Sciences",874,1,"Male",62,4,1,"Laboratory Technician",4,2818,5044,2,"Yes",24,3,3,80,1,10,2,2,3,2,0,2,NA,0.765608216635883,"Campus"
"633",42,0,"Travel_Frequently",1271,"Research & Development",2,1,"Medical",875,2,"Male",35,3,1,"Research Scientist",4,2515,9068,5,"Yes",14,3,4,80,0,8,2,3,2,1,2,2,NA,0.516448656329885,"Applied Online"
"634",36,0,"Travel_Rarely",1278,"Human Resources",8,3,"Life Sciences",878,1,"Male",77,2,1,"Human Resources",1,2342,8635,0,"No",21,3,3,80,0,6,3,3,5,4,0,3,NA,0.92746019246988,"Referral"
"635",25,0,"Travel_Rarely",141,"Sales",3,1,"Other",879,3,"Male",98,3,2,"Sales Executive",1,4194,14363,1,"Yes",18,4,4,80,0,5,3,3,5,3,0,3,0.945723569625361,0.518546998035163,"Applied Online"
"636",35,0,"Travel_Rarely",607,"Research & Development",9,3,"Life Sciences",880,4,"Female",66,2,3,"Manufacturing Director",3,10685,23457,1,"Yes",20,2,2,80,1,17,2,3,17,14,5,15,NA,NA,NA
"637",35,1,"Travel_Frequently",130,"Research & Development",25,4,"Life Sciences",881,4,"Female",96,3,1,"Research Scientist",2,2022,16612,1,"Yes",19,3,1,80,1,10,3,2,10,2,7,8,NA,NA,NA
"638",32,0,"Non-Travel",300,"Research & Development",1,3,"Life Sciences",882,4,"Male",61,3,1,"Laboratory Technician",4,2314,9148,0,"No",12,3,2,80,1,4,2,3,3,0,0,2,NA,0.444458475336432,"Referral"
"639",25,0,"Travel_Rarely",583,"Sales",4,1,"Marketing",885,3,"Male",87,2,2,"Sales Executive",1,4256,18154,1,"No",12,3,1,80,0,5,1,4,5,2,0,3,1.07335253773258,0.283098207088187,"Applied Online"
"640",49,0,"Travel_Rarely",1418,"Research & Development",1,3,"Technical Degree",887,3,"Female",36,3,1,"Research Scientist",1,3580,10554,2,"No",16,4,2,80,1,7,2,3,4,2,0,2,NA,0.951435083290562,"Referral"
"641",24,0,"Non-Travel",1269,"Research & Development",4,1,"Life Sciences",888,1,"Male",46,2,1,"Laboratory Technician",4,3162,10778,0,"No",17,3,4,80,0,6,2,2,5,2,3,4,NA,0.993325636256486,"Referral"
"642",32,0,"Travel_Frequently",379,"Sales",5,2,"Life Sciences",889,2,"Male",48,3,2,"Sales Executive",2,6524,8891,1,"No",14,3,4,80,1,10,3,3,10,8,5,3,1.65887611670079,NA,NA
